,id,category,data
67042,67042,烦恼-恋爱,我该怎么办我觉得我现在的状态很奇怪有时候我很开心觉得自己很幸有时候人的心情状态是起伏不定很难控制的你宿舍的人说得对你把他看得太重才至于导致你现在的心态你知道以你现在的心态来说很容易影响你和他之间的感情很容易让他离开你你的那种爱让他有压力让他觉得你的爱让他窒息透不过气两个人在一起不是说每天都黏在一起同样有个人的空间个人的圈子我认为不妨改变对他的态度说不定还回转的机会不要自卑与没有安全感这全都由于你的心态引起的有时候恋爱像一把沙你把它捧着越紧越容易从你的手逢里溜走但你如果把沙握得适度沙永远在你的手中就是这个道理你要记住不要把别人看得太紧也不要把自己看得过于太重非要别人整天围着你转每一个人都要有自己的事情做你明白吗当爱受伤了你不应该来问我们应该怎么办应该问你自己这样来回转感情当爱受伤了破损了就要用更多的爱去精心养护给它注入新的生机爱一个人就要为他想得更多你有没有为他想过呢你就说他对你还不错你就要用更多的爱去包容他理解他他喜欢安静的时候你就不要吵他就默默陪在他的身边等他想说的时候再说爱他就尊重他所以如果你真的爱他我想你可以改善现在的关系因为有爱就有希望有爱才能天长地久爱就是要为对方想得更多想要改变关系就鼓起勇气吧你要知道温柔友善的力量永远胜过愤怒好好的珍惜现在所拥有的一切只要把你的心态摆正给他自己给他空间我想你会得到意想不到的结果送你一句话想他所想做他所做好好维持你们之间的感情吧多一份理解与关怀甚至包容你会得到他更多的爱好好想一想我的话吧也许对你有帮助只要你爱他没有什么是改不掉没有什么是办不到的关键在于你想不想改
67046,67046,烦恼-两性问题,我岁我们班有几人想和我做爱怎么办说对于你的问题呵呵你在开玩笑你们班的女生都那么早熟开放未成年的性行为是弊大于利的我觉得你应该属于第一条
67076,67076,烦恼-交友技巧,交友我为我的老爸找一位能和他聊的上来的老伴你去婚姻介绍所吧也许那儿会有
67082,67082,烦恼-夫妻,是先成家还是先立业今年我岁了事业和爱情都还处在迷茫状态我有相爱的人就先成家错过好姻缘会后悔一生结婚早也不是坏事好的伴侣会助你事业成功的我和我先生就是这种我会经常给他出谋划策目前还没有不对的地方当然和他的能力也有关就是要孩子晚了同龄人的孩子都很大了而我们的孩子还是小宝宝所以如果有父母帮助最好结完婚就要孩子没什么压力的夫妻一起工作孩子有人带很快就会长大事业家庭双丰收挺好的顺应父母也是你尽孝了没有值得你结婚的人就先努力工作岁不大事业有成自然也会有好姻缘你是男孩不比女孩子现在只要你事业有成通俗讲有钱了岁也有排队的女孩子愿意嫁你对于男人不过四十可能都是最佳的婚育年龄
67090,67090,烦恼-恋爱,男人是为生理需求求爱还是有爱更能满足生理需求呢我和男朋友一直性是一把难以分辨的双刃剑即可以成为欢乐之源也可以成为痛苦之根为了性而爱不长久为了爱而性正常按照人生的游戏规则去做没错生理需求并不局限于某人健康的人们都有
67103,67103,烦恼-恋爱,不知道改怎么办了迷茫我和他初中在最后的时候算不上是交往只是你追求的是什么呢是和他结婚的结果还是和他一起的过程如果是结婚你会相信他吗你觉得他是一个可以信任值得托付的人吗如果只是恋爱和他在一起时你开心吗你快乐吗这些你觉得值得付出吗和他带给你的痛苦比起来如果真爱一个人很难比较很难放弃恋爱中的人都是傻子这也是没办法的事情你无法分辨你迷茫他不爱你不要为单恋痛苦了谁没有过单恋呢也只能让它无奈的过去因为他不属于你所以痛苦也留不住你应该多交些朋友和异性朋友聊聊天和同性朋友逛逛街和他渐渐疏远的方式交往也许你一时下不了决心你不信我们的话你有时觉得他还爱你你舍不得他你想他那你可以和他交往但是对自己好一点享受快乐不要在痛苦要在和他的交往中慢慢淡忘他如果实在想他了看周星驰的成龙的李连杰的电影笑声中忘掉或者把自己打扮的美美享受男生的目光这样你会渐渐觉得他不再重要痛苦也不再深刻妹妹如果他真是你的那么怎么也跑不掉他会被你的宽容你的爱感动宽容是柔顺的性格是多次的原谅而不是傻傻的付出爱只会爱上一个人的本身而不会因为身体而爱因为女生的身体对男生都是一样的你不想可是很多男生想如果他真的对你没有感觉那么你在痛苦也没用即使联系在一起也是短盏的你要吗值得吗你喜欢在分开又痛苦一次对现在的你是爱他的而你也说了他不爱你想想结果单恋他年除了痛苦还能得到什么现在的你觉得无怨无悔的痛苦付出是值得的妹妹你还小早晚会遇到一个更宠你的更爱你的人和他在一起他不会让你这么伤心和他在一起你会觉得幸福无比会觉得自己是最幸福的人到时你会觉得这时的爱多么暗淡你不希望有一天有像你爱他这么深的一个人会深深爱你日日为你挂心天天和你在一起会有的妹妹相信我一句话什么样的女孩子都会有人爱都会有一场非常幸福的恋爱只是时间未到缘分未到当时我听时才岁真的不信以为是安慰可是现在真的信了缘分到了幸福就到了他真的是你认为会让你一生中最幸福的人吗也许不远的地方有个会让你更幸福的人等你你爱他是单恋不是完整的爱美好的爱是双方面的所以保持一颗平常心武装自己知识气质去积极争取吧记得保持美丽可爱和纯洁因为将来很美好的
67111,67111,烦恼-交友技巧,女朋友说同情别人要跟我分手但被我说服了怎么回事可能是因为他很犹豫不知道如何选择不过幸好他又选择了你
67129,67129,烦恼-恋爱,看到他在上的留言我落泪了亲爱的这两天很忙吧昨天是心情不恋爱中的女人都是傻傻的唉
67139,67139,烦恼-恋爱,我看上一个女的大家说是慢慢的来呢还是让她看出来我都好像让她给我直接对她说呀慢慢来还不让其他人捷足先登呀
67164,67164,烦恼-恋爱,女性生理问题最近我老婆和我后出现下身出血血量不多开始不要緊
67201,67201,烦恼-两性问题,青少年一周可手淫几次帮帮小弟青少年正处于学习长知识和长身体的阶段不仅生理发育未完全成熟心理状态也不稳定有手淫习惯的人对于他人的不良行为往往嗤之以鼻而自我手淫时一方面感到自我满足另一方面内心充满自责自卑和惧怕频繁的手淫使人经常处于心理紧张内心矛盾的不良体验中就会道德观的健康形成和个性品质的正常发展沉湎于手淫的人不仅思想矛盾和精神负担很重大脑性兴奋中枢长期反复处于兴奋状态也会干扰神经系统的正常活动他们上课工作时注意力不集中理解力下降记忆力减退而且经常会有手淫的冲动大脑兴奋与抑制过程失调会出现头晕耳鸣心悸失眠等神经衰弱症状甚至会出现暂时的性功能絮乱或低下的情形少数过度手淫者会感到下腹隐痛阴部不适腰酸膝软尿频尿急遗精等症状它们常与泌尿生殖系统疾病有关过度手淫不仅盆腔长时间充血还会把手上致病细菌带进尿道和生殖器官导致尿路感染精囊炎等病克服手淫习惯的方法手淫作为性意识的开始它的害处往往不在手淫本身过度手淫还会带来心理挫折和病理反应不看不健康的书刊和影视片积极投身集体活动培养有意义的兴趣和爱好养成良好的卫生习惯
67208,67208,烦恼-恋爱,爱情遭遇挫折我该怎么办经同事介绍我认识了一个小女孩比我大大多数女孩子都希望有个成熟稳重的男人来爱他我觉得你也不错啊我认为你应该坚持让她感觉到你是真心爱她的你要时时关心她在她最无助的时候能出现在她面前是最好的了当然最好解决方法是问清楚最好了要不然托的太久伤的越深祝福你早一天能和她在一起
67242,67242,烦恼-两性问题,请大家帮忙了我的龟头周围沿上长了好多小疙瘩不疼也不痒不这是珍珠状阴茎丘疹是阴茎龟头上的一种生理性异常现象病因及发病机制本病与皮脂腺和毛囊无关可能为生理发育上的变异与性行为无关局部刺激因素可引起或加重本病也有认为本病是阴茎上发生的血管纤维瘤临床表现本病始发于多见于岁的中青年人群国外调查约的正常成年男性患有此病而国内发病率高于国外为包皮过长者相对易发本病皮损分布于冠状沟其背侧较两侧更为明显典型皮损为白色肤色或淡红色的半透明的小丘疹圆顶状或圆锥状有光泽呈细小珍珠绒毛小息肉或短丝状丘疹不融合质硬不破溃大小约越靠近冠状沟中线丘疹越大最大可达沿冠状沟排列成一行到数行有时环绕整个冠状沟偶尔也分布到龟头及系带上甚至阴茎体上无自觉表现本病对健康无危害可终身存在组织病理角质层轻度增生基底细胞含有色素真皮含有丰富的毛细血管网胶原纤维致密成纤维细胞增生在增生的血管周围有淋巴细胞浸润无皮脂腺结构存在诊断和鉴别诊断根据环绕冠状沟部位的形态一致的珍珠状丘疹一般可诊断本病本病需和下列疾病进行鉴别异位皮脂腺可发生在龟头也可发生在包皮为黄色小丘疹组织病理为成熟的皮脂腺小叶尖锐湿疣呈疣状或菜花状而非排列规则的珍珠状丘疹可逐渐增大和融合有非婚性接触史组织病理表皮呈增生性改变见有角化过度棘层肥厚细胞空泡化和假性上皮瘤样增生传染性软疣半球状丘疹中央有脐窝状凹陷内有软疣小体治疗本病一般不需特殊治疗对少数较大的皮损可用激光和液氮冷冻治疗
